,location,price(L),rate_persqft,area_insqft,building_status,bhk,property_type
1859,Other,330.0,12653,2608,Ready to move,4.0,Independent Floor
1860,Mansanpally,27.99,1555,1800,New,0.0,Residential Plot
1861,Kandukur,14.84,999,1485,New,0.0,Residential Plot
1862,Mirkhanpet,13.22,999,1323,New,0.0,Residential Plot
1863,Maheshwaram,30.79,1555,1980,New,0.0,Residential Plot
1864,Maheshwaram,27.99,1555,1800,New,0.0,Residential Plot
1865,Mirkhanpet,22.79,1333,1710,New,0.0,Residential Plot
1866,Other,51.77,3444,1503,New,0.0,Residential Plot
1867,Other,64.0,3555,1800,New,0.0,Residential Plot
1868,Other,58.56,3614,1620,New,0.0,Residential Plot
1869,Other,58.56,3555,1647,New,0.0,Residential Plot
1870,Other,58.56,3555,1647,New,0.0,Residential Plot
1871,Other,46.5,3444,1350,New,0.0,Residential Plot
1872,Bhuvanagiri,62.0,3444,1800,New,0.0,Residential Plot
1873,Bhuvanagiri,15.0,1666,900,New,0.0,Residential Plot
1874,Bhuvanagiri,22.5,1666,1350,New,0.0,Residential Plot
1875,Bhuvanagiri,25.05,1666,1503,New,0.0,Residential Plot
1876,Bhuvanagiri,25.05,1666,1503,New,0.0,Residential Plot
1877,Bhuvanagiri,33.3,1666,1998,New,0.0,Residential Plot
1878,Bhuvanagiri,30.0,1666,1800,New,0.0,Residential Plot
1879,Bhuvanagiri,20.04,1333,1503,New,0.0,Residential Plot
1880,Bhuvanagiri,18.0,2000,900,New,0.0,Residential Plot
1881,Bhuvanagiri,54.0,2000,2700,New,0.0,Residential Plot
1882,Sadashivpet,36.0,2000,1800,New,0.0,Residential Plot
1883,Maheshwaram,36.0,2000,1800,New,0.0,Residential Plot
1884,Bhuvanagiri,36.0,2000,1800,New,0.0,Residential Plot
1885,Medchal,240.0,2666,9000,Resale,0.0,Residential Plot
1886,Medchal,240.0,2666,9000,Resale,0.0,Residential Plot
1887,Medchal,240.0,2666,9000,Resale,0.0,Residential Plot
1888,Medchal,240.0,2666,9000,Resale,0.0,Residential Plot
1889,Medchal,240.0,2666,9000,Resale,0.0,Residential Plot
1890,Medchal,240.0,2666,9000,Resale,0.0,Residential Plot
1891,Bhuvanagiri,95.0,2111,4500,New,0.0,Residential Plot
1892,Medchal,27.6,2555,1080,Resale,0.0,Residential Plot
1893,Kandukur,12.05,911,1323,New,0.0,Residential Plot
1894,Kandukur,18.9,1166,1620,New,0.0,Residential Plot
1895,Mirkhanpet,21.0,1166,1800,New,0.0,Residential Plot
1896,Kandukur,18.9,1166,1620,New,0.0,Residential Plot
1897,Other,16.38,1166,1404,New,0.0,Residential Plot
1898,Mirkhanpet,14.38,1166,1233,New,0.0,Residential Plot
1899,Maheshwaram,15.24,1333,1143,New,0.0,Residential Plot
1900,Tukkuguda,56.0,1555,3600,New,0.0,Residential Plot
1901,Other,290.0,13151,2205,Ready to move,4.0,Independent House
1902,Mokila,153.0,4396,3500,Ready to move,4.0,Villa
1903,Kompally,52.63,4261,1235,Ready to move,2.0,Apartment
1904,Kompally,13.72,831,1650,Resale,0.0,Residential Plot
1905,Other,11.63,867,1340,Resale,0.0,Residential Plot
1906,Other,11.63,819,1420,Resale,0.0,Residential Plot
1907,Bachupally,10.85,968,1120,New,0.0,Residential Plot
1908,Nallakunta,11.32,884,1280,Resale,0.0,Residential Plot
1909,Other,17.63,904,1950,Resale,0.0,Residential Plot
1910,Other,14.62,830,1760,Resale,0.0,Residential Plot
1911,Other,11.34,798,1420,New,0.0,Residential Plot
1912,Other,11.53,880,1310,New,0.0,Residential Plot
1913,Other,14.58,862,1690,New,0.0,Residential Plot
1914,Other,14.53,839,1730,New,0.0,Residential Plot
1915,Banjara Hills,14.52,760,1910,Resale,0.0,Residential Plot
1916,Kompally,13.48,732,1840,New,0.0,Residential Plot
1917,Chevella,97.96,1555,6300,New,0.0,Residential Plot
1918,Chevella,83.97,1555,5400,New,0.0,Residential Plot
1919,Chevella,20.99,1555,1350,New,0.0,Residential Plot
1920,Mirkhanpet,11.39,1055,1080,New,0.0,Residential Plot
1921,Other,400.0,3968,10080,Resale,0.0,Residential Plot
1922,Mirkhanpet,17.09,1187,1440,New,0.0,Residential Plot
1923,Other,22.45,1439,1560,Resale,0.0,Residential Plot
1924,Narsingi,89.68,2075,4320,New,0.0,Residential Plot
1925,Tellapur,21.56,1159,1860,Resale,0.0,Residential Plot
1926,Other,46.85,2546,1840,New,0.0,Residential Plot
1927,Other,43.85,2357,1860,Resale,0.0,Residential Plot
1928,Other,34.56,1422,2430,Resale,0.0,Residential Plot
1929,Other,12.38,677,1828,Resale,0.0,Residential Plot
1930,Other,23.86,1289,1850,Resale,0.0,Residential Plot
1931,Kompally,80.0,4624,1730,Under Construction,3.0,Apartment
1932,Medchal,91.99,2777,3312,Resale,0.0,Residential Plot
1933,Bhuvanagiri,23.38,1555,1503,New,0.0,Residential Plot
1934,Medchal,124.0,3222,3879,Resale,0.0,Residential Plot
1935,Ibrahimpatnam,36.0,666,5400,Resale,0.0,Residential Plot
1936,Ameenpur,63.23,5498,1150,Under Construction,2.0,Apartment
1937,Attapur,65.0,6286,1034,Ready to move,2.0,Apartment
1938,Other,225.0,12820,1755,Ready to move,5.0,Independent House
1939,Maheshwaram,24.9,1844,1350,New,0.0,Residential Plot
1940,Meerkhanpet,24.7,1500,1647,New,0.0,Residential Plot
1941,Meerkhanpet,27.0,1500,1800,New,0.0,Residential Plot
1942,Meerkhanpet,23.62,1500,1575,New,0.0,Residential Plot
1943,Meerkhanpet,27.0,1500,1800,New,0.0,Residential Plot
1944,Meerkhanpet,21.33,1500,1422,New,0.0,Residential Plot
1945,Meerkhanpet,18.58,1022,1818,New,0.0,Residential Plot
1946,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1947,Meerkhanpet,13.52,1022,1323,New,0.0,Residential Plot
1948,Meerkhanpet,16.55,1022,1620,New,0.0,Residential Plot
1949,Meerkhanpet,15.45,1022,1512,New,0.0,Residential Plot
1950,Meerkhanpet,12.87,1022,1260,New,0.0,Residential Plot
1951,Meerkhanpet,16.09,1022,1575,New,0.0,Residential Plot
1952,Meerkhanpet,16.55,973,1701,New,0.0,Residential Plot
1953,Meerkhanpet,16.46,1022,1611,New,0.0,Residential Plot
1954,Meerkhanpet,14.62,1021,1431,New,0.0,Residential Plot
1955,Meerkhanpet,17.01,1022,1665,New,0.0,Residential Plot
1956,Meerkhanpet,17.01,1022,1665,New,0.0,Residential Plot
1957,Meerkhanpet,14.53,1022,1422,New,0.0,Residential Plot
1958,Meerkhanpet,15.54,1022,1521,New,0.0,Residential Plot
1959,Meerkhanpet,13.79,1022,1350,New,0.0,Residential Plot
1960,Meerkhanpet,17.93,1022,1755,New,0.0,Residential Plot
1961,Meerkhanpet,12.78,1022,1251,New,0.0,Residential Plot
1962,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1963,Meerkhanpet,18.03,1022,1764,New,0.0,Residential Plot
1964,Meerkhanpet,13.79,1022,1350,New,0.0,Residential Plot
1965,Meerkhanpet,16.09,1022,1575,New,0.0,Residential Plot
1966,Meerkhanpet,10.85,1022,1062,New,0.0,Residential Plot
1967,Meerkhanpet,15.54,1022,1521,New,0.0,Residential Plot
1968,Meerkhanpet,15.82,1022,1548,New,0.0,Residential Plot
1969,Meerkhanpet,14.53,1022,1422,New,0.0,Residential Plot
1970,Meerkhanpet,15.63,1022,1530,New,0.0,Residential Plot
1971,Meerkhanpet,14.62,1022,1431,New,0.0,Residential Plot
1972,Meerkhanpet,17.01,1022,1665,New,0.0,Residential Plot
1973,Meerkhanpet,17.01,1022,1665,New,0.0,Residential Plot
1974,Meerkhanpet,20.23,1022,1980,New,0.0,Residential Plot
1975,Meerkhanpet,10.82,1019,1062,New,0.0,Residential Plot
1976,Meerkhanpet,16.37,1022,1602,New,0.0,Residential Plot
1977,Meerkhanpet,14.52,1021,1422,New,0.0,Residential Plot
1978,Meerkhanpet,18.85,1022,1845,New,0.0,Residential Plot
1979,Meerkhanpet,16.37,1022,1602,New,0.0,Residential Plot
1980,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1981,Meerkhanpet,17.01,1022,1665,New,0.0,Residential Plot
1982,Meerkhanpet,10.85,1022,1062,New,0.0,Residential Plot
1983,Meerkhanpet,17.93,1022,1755,New,0.0,Residential Plot
1984,Meerkhanpet,17.47,1022,1710,New,0.0,Residential Plot
1985,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1986,Meerkhanpet,16.37,1022,1602,New,0.0,Residential Plot
1987,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1988,Meerkhanpet,14.53,1022,1422,New,0.0,Residential Plot
1989,Meerkhanpet,17.11,1022,1674,New,0.0,Residential Plot
1990,Meerkhanpet,17.38,1022,1701,New,0.0,Residential Plot
1991,Meerkhanpet,18.58,1022,1818,New,0.0,Residential Plot
1992,Meerkhanpet,13.79,1022,1350,New,0.0,Residential Plot
1993,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1994,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1995,Meerkhanpet,14.62,1022,1431,New,0.0,Residential Plot
1996,Meerkhanpet,16.55,1022,1620,New,0.0,Residential Plot
1997,Meerkhanpet,20.23,1022,1980,New,0.0,Residential Plot
1998,Meerkhanpet,18.39,1022,1800,New,0.0,Residential Plot
1999,Meerkhanpet,15.63,1022,1530,New,0.0,Residential Plot
2000,Kadthal,288.0,1600,18000,New,0.0,Residential Plot
2001,Kadthal,72.0,1600,4500,New,0.0,Residential Plot
2002,Kadthal,57.6,1600,3600,New,0.0,Residential Plot
2003,Kadthal,720.0,1600,45000,New,0.0,Residential Plot
2004,Kadthal,55.58,1600,3474,New,0.0,Residential Plot
2005,Kadthal,43.2,1600,2700,New,0.0,Residential Plot
2006,Kadthal,46.51,1600,2907,New,0.0,Residential Plot
2007,Kadthal,144.0,1600,9000,New,0.0,Residential Plot
2008,Kadthal,36.0,1600,2250,New,0.0,Residential Plot
2009,Kadthal,104.0,1600,6525,New,0.0,Residential Plot
2010,Kadthal,28.8,2000,1440,New,0.0,Residential Plot
2011,Kadthal,84.6,2000,4230,New,0.0,Residential Plot
2012,Kadthal,25.51,1277,1998,New,0.0,Residential Plot
2013,Kadthal,23.44,1277,1836,New,0.0,Residential Plot
2014,Shadnagar,43.21,1944,2223,New,0.0,Residential Plot
2015,Shadnagar,57.03,1944,2934,New,0.0,Residential Plot
2016,Shadnagar,28.51,1944,1467,New,0.0,Residential Plot
2017,Shadnagar,47.53,1944,2445,New,0.0,Residential Plot
2018,Shadnagar,31.68,1945,1630,New,0.0,Residential Plot
2019,Shadnagar,34.85,1944,1793,New,0.0,Residential Plot
2020,Yacharam,9.15,555,1647,New,0.0,Residential Plot
2021,Other,4.83,222,2178,New,0.0,Residential Plot
2022,Ibrahimpatnam,27.22,1833,1485,New,0.0,Residential Plot
2023,Tukkuguda,14.52,666,2178,New,0.0,Residential Plot
2024,Shamshabad,14.52,666,2178,New,0.0,Residential Plot
2025,Other,14.52,666,2178,New,0.0,Residential Plot
2026,Other,14.52,666,2178,New,0.0,Residential Plot
2027,Kothur,14.52,666,2178,New,0.0,Residential Plot
2028,Other,14.52,666,2178,New,0.0,Residential Plot
2029,Other,14.52,666,2178,New,0.0,Residential Plot
2030,Other,14.52,666,2178,New,0.0,Residential Plot
2031,Shamshabad,14.52,666,2178,New,0.0,Residential Plot
2032,Other,42.5,944,4500,New,0.0,Residential Plot
2033,Shamshabad,14.51,666,2178,New,0.0,Residential Plot
2034,Other,9.55,722,1323,New,0.0,Residential Plot
2035,Kothur,14.51,666,2178,New,0.0,Residential Plot
2036,Kothur,14.55,668,2178,New,0.0,Residential Plot
2037,Other,53.98,3848,1403,Under Construction,4.0,Apartment
2038,Other,75.62,5215,1450,Ready to move,3.0,Apartment
2039,Maheshwaram,156.0,4445,3509,Under Construction,4.0,Villa
2040,Other,6.58,482,1363,Resale,0.0,Residential Plot
2041,Miyapur,14.65,785,1864,Resale,0.0,Residential Plot
2042,Kukatpally,19.0,1130,1680,New,0.0,Residential Plot
2043,LB Nagar,12.85,988,1300,Resale,0.0,Residential Plot
2044,Other,64.0,3764,1700,Resale,0.0,Residential Plot
2045,Banjara Hills,13.45,762,1765,Resale,0.0,Residential Plot
2046,Other,14.85,951,1560,New,0.0,Residential Plot
2047,Kadthal,6.5,411,1580,Resale,0.0,Residential Plot
2048,Other,17.81,899,1980,Resale,0.0,Residential Plot
2049,Other,16.84,863,1950,Resale,0.0,Residential Plot
2050,Other,14.65,927,1580,Resale,0.0,Residential Plot
2051,Other,13.58,1005,1350,Resale,0.0,Residential Plot
2052,Other,11.65,1849,630,Resale,0.0,Residential Plot
2053,Medchal,12.58,806,1560,New,0.0,Residential Plot
2054,Nizampet,11.65,746,1560,Resale,0.0,Residential Plot
2055,Shadnagar,15.68,1005,1560,New,0.0,Residential Plot
2056,Manikonda,18.6,1328,1400,Resale,0.0,Residential Plot
2057,Other,12.63,842,1500,New,0.0,Residential Plot
2058,Other,14.55,909,1600,New,0.0,Residential Plot
2059,Other,16.85,1080,1560,New,0.0,Residential Plot
2060,Kukatpally,31.58,1135,2780,Resale,0.0,Residential Plot
2061,Shamshabad,23.84,836,2850,Resale,0.0,Residential Plot
2062,Kollur,27.56,877,3140,Resale,0.0,Residential Plot
2063,Other,29.61,858,3450,New,0.0,Residential Plot
2064,Other,19.54,710,2750,Resale,0.0,Residential Plot
2065,Kondapur,16.47,946,1740,Resale,0.0,Residential Plot
2066,Kondapur,15.63,849,1840,Resale,0.0,Residential Plot
2067,Kondapur,41.2,1183,3480,Resale,0.0,Residential Plot
2068,Other,19.45,790,2460,Resale,0.0,Residential Plot
2069,Chandanagar,21.34,778,2740,Resale,0.0,Residential Plot
2070,Nallagandla Gachibowli,15.48,864,1790,Resale,0.0,Residential Plot
2071,Nallagandla Gachibowli,27.61,1122,2460,Resale,0.0,Residential Plot
2072,Manikonda,31.24,1092,2860,Resale,0.0,Residential Plot
2073,Kondapur,15.63,849,1840,Resale,0.0,Residential Plot
2074,Other,19.64,917,2140,Resale,0.0,Residential Plot
2075,Other,18.23,750,2430,Resale,0.0,Residential Plot
2076,Other,15.62,877,1780,New,0.0,Residential Plot
2077,Nizampet,15.64,827,1890,Resale,0.0,Residential Plot
2078,Shadnagar,18.45,717,2570,Resale,0.0,Residential Plot
2079,Shadnagar,22.31,814,2740,Resale,0.0,Residential Plot
2080,Bandlaguda Jagir,13.0,1128,1152,Resale,0.0,Residential Plot
2081,Medchal,14.95,973,1535,Resale,0.0,Residential Plot
2082,Kadthal,13.84,826,1674,Resale,0.0,Residential Plot
2083,Kondapur,172.0,8599,2005,Under Construction,3.0,Apartment
2084,Kondapur,167.0,8599,1945,Under Construction,3.0,Apartment
2085,Kondapur,158.0,8599,1845,Under Construction,3.0,Apartment
2086,Kondapur,159.0,8599,1850,Under Construction,3.0,Apartment
2087,Kondapur,136.0,8604,1585,Under Construction,3.0,Apartment
2088,Kondapur,162.0,8599,1890,Under Construction,3.0,Apartment
2089,Kondapur,188.0,8599,2190,Under Construction,3.0,Apartment
2090,Kondapur,137.0,8599,1595,Under Construction,3.0,Apartment
2091,Kondapur,195.0,8500,2300,Under Construction,3.0,Apartment
2092,Kondapur,128.0,8500,1515,Under Construction,2.0,Apartment
2093,Kondapur,145.0,8500,1715,Under Construction,3.0,Apartment
2094,Kondapur,132.0,8500,1555,Under Construction,3.0,Apartment
2095,Kondapur,148.0,8500,1750,Under Construction,3.0,Apartment
2096,Kondapur,104.0,8500,1225,Under Construction,2.0,Apartment
2097,Kondapur,144.0,8500,1695,Under Construction,3.0,Apartment
2098,Kondapur,170.0,8500,2000,Under Construction,3.0,Apartment
2099,Kondapur,158.0,8500,1870,Under Construction,3.0,Apartment
2100,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2101,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2102,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2103,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2104,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2105,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2106,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2107,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2108,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2109,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2110,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2111,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2112,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2113,Chandanagar,58.0,5576,1040,Under Construction,2.0,Apartment
2114,Peerzadiguda,53.95,4860,1110,Ready to move,2.0,Apartment
2115,Kukatpally,87.0,7154,1216,Under Construction,2.0,Apartment
2116,Other,250.0,13888,1800,Under Construction,3.0,Villa
2117,Pragathi Nagar Kukatpally,230.0,9200,2500,Ready to move,3.0,Villa
2118,Bhanur,43.2,3000,1440,Under Construction,2.0,Apartment
2119,Bachupally,66.55,5500,1210,Ready to move,2.0,Apartment
2120,Mallapur,50.83,5003,1017,Under Construction,2.0,Apartment
2121,Mallapur,50.83,5003,1017,Under Construction,2.0,Apartment
2122,Mallapur,58.93,5003,1179,Under Construction,2.0,Apartment
2123,Mallapur,58.93,5003,1179,Under Construction,2.0,Apartment
2124,Bachupally,54.0,4500,1200,Ready to move,2.0,Apartment
2125,Mallapur,56.24,4999,1125,Under Construction,3.0,Apartment
2126,Mallapur,56.24,4999,1125,Under Construction,3.0,Apartment
2127,Other,50.0,4545,1100,Under Construction,2.0,Apartment
2128,Other,500.0,6666,7500,Ready to move,5.0,Independent House
2129,Dammaiguda,45.0,4500,1000,Under Construction,2.0,Apartment
2130,Other,68.31,4953,1380,Under Construction,3.0,Apartment
2131,Kompally,85.09,4602,1850,Under Construction,3.0,Apartment
2132,Kompally,54.05,4600,1175,Under Construction,2.0,Apartment
2133,Kompally,78.19,4602,1700,Under Construction,3.0,Apartment
2134,Kompally,68.99,4602,1500,Under Construction,3.0,Apartment
2135,Kompally,68.96,4600,1499,Under Construction,3.0,Apartment
2136,Kompally,55.19,4603,1200,Under Construction,2.0,Apartment
2137,Kompally,75.9,4600,1650,Under Construction,3.0,Apartment
2138,Kompally,71.3,4600,1550,Under Construction,3.0,Apartment
2139,Kompally,83.71,4602,1820,Under Construction,3.0,Apartment
2140,Adibatla,56.81,4750,1196,Ready to move,2.0,Apartment
2141,Adibatla,66.21,4750,1394,Ready to move,3.0,Apartment
2142,Adibatla,50.77,4750,1069,Ready to move,2.0,Apartment
2143,Adibatla,71.25,4750,1500,Ready to move,3.0,Apartment
2144,Adibatla,56.95,4750,1199,Ready to move,2.0,Apartment
2145,Adibatla,52.29,4750,1101,Ready to move,2.0,Apartment
2146,Adibatla,52.25,4750,1100,Ready to move,2.0,Apartment
2147,Ameenpur,54.05,4700,1150,Under Construction,2.0,Apartment
2148,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2149,Other,230.0,5324,4320,Ready to move,5.0,Independent House
2150,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2151,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2152,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2153,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2154,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2155,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2156,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2157,Ameenpur,160.0,12800,1250,Under Construction,2.0,Independent House
2158,Other,133.0,6100,2190,Under Construction,3.0,Villa
2159,Medchal,30.8,2800,1100,Under Construction,2.0,Apartment
2160,Manikonda,112.0,6990,1605,Under Construction,3.0,Apartment
2161,Manikonda,112.0,6990,1605,Under Construction,3.0,Apartment
2162,Manikonda,95.76,6990,1370,Under Construction,3.0,Apartment
2163,Manikonda,114.0,6990,1640,Under Construction,3.0,Apartment
2164,Manikonda,107.0,6990,1545,Under Construction,3.0,Apartment
2165,Manikonda,135.0,6990,1935,Under Construction,3.0,Apartment
2166,Manikonda,135.0,6990,1935,Under Construction,3.0,Apartment
2167,Manikonda,139.0,6990,1995,Under Construction,3.0,Apartment
2168,Manikonda,139.0,6990,1995,Under Construction,3.0,Apartment
2169,Manikonda,160.0,6990,2300,Under Construction,3.0,Apartment
2170,Manikonda,160.0,6990,2300,Under Construction,3.0,Apartment
2171,Manikonda,136.0,6990,1953,Under Construction,3.0,Apartment
2172,Manikonda,168.0,6990,2410,Under Construction,3.0,Apartment
2173,Manikonda,142.0,6990,2045,Under Construction,3.0,Apartment
2174,Manikonda,142.0,6990,2045,Under Construction,3.0,Apartment
2175,Manikonda,149.0,6990,2140,Under Construction,3.0,Apartment
2176,Manikonda,135.0,6990,1940,Under Construction,3.0,Apartment
2177,Manikonda,135.0,6990,1940,Under Construction,3.0,Apartment
2178,Manikonda,127.0,6990,1827,Under Construction,3.0,Apartment
2179,Manikonda,127.0,6990,1827,Under Construction,3.0,Apartment
2180,Bachupally,51.55,4399,1172,Under Construction,3.0,Apartment
2181,Bachupally,51.64,4399,1174,Under Construction,2.0,Apartment
2182,Bachupally,51.55,4399,1172,Under Construction,3.0,Apartment
2183,Bachupally,52.39,4399,1191,Under Construction,3.0,Apartment
2184,Bachupally,52.39,4399,1191,Under Construction,3.0,Apartment
2185,Sadashivpet,60.04,3950,1520,Under Construction,3.0,Villa
2186,Kokapet,769.0,10999,6999,Under Construction,4.0,Apartment
2187,Kokapet,722.0,10999,6565,Under Construction,4.0,Apartment
2188,Kokapet,722.0,10999,6565,Under Construction,4.0,Apartment
2189,Kokapet,769.0,10999,7000,Under Construction,4.0,Apartment
2190,Tellapur,94.33,5700,1655,Under Construction,3.0,Apartment
2191,Tellapur,57.57,5700,1010,Under Construction,2.0,Apartment
2192,Tellapur,94.33,5700,1655,Under Construction,3.0,Apartment
2193,Tellapur,57.57,5700,1010,Under Construction,2.0,Apartment
2194,Tellapur,79.8,5700,1400,Under Construction,3.0,Apartment
2195,Tellapur,79.8,5700,1400,Under Construction,3.0,Apartment
2196,Tellapur,98.32,5700,1725,Under Construction,3.0,Apartment
2197,Tellapur,98.32,5700,1725,Under Construction,3.0,Apartment
2198,Kokapet,769.0,10999,6999,Under Construction,4.0,Apartment
2199,Kokapet,769.0,10999,7000,Under Construction,4.0,Apartment
2200,Other,157.0,9500,1655,Ready to move,3.0,Apartment
2201,Bowrampet,74.25,4500,1650,Under Construction,3.0,Apartment
2202,Kollur,100.0,5500,1835,Under Construction,3.0,Apartment
2203,Kollur,111.0,5500,2020,Under Construction,3.0,Apartment
2204,Tukkuguda,68.73,4800,1432,Under Construction,2.0,Apartment
2205,Kollur,121.0,5500,2210,Under Construction,3.0,Apartment
2206,Tukkuguda,62.73,4800,1307,Under Construction,2.0,Apartment
2207,Tukkuguda,88.17,4800,1837,Under Construction,3.0,Apartment
2208,Tukkuguda,59.9,4800,1248,Under Construction,2.0,Apartment
2209,Tukkuguda,80.97,4800,1687,Under Construction,3.0,Apartment
2210,Tukkuguda,81.6,4800,1700,Under Construction,3.0,Apartment
2211,Tukkuguda,58.56,4800,1220,Under Construction,2.0,Apartment
2212,Tukkuguda,77.28,4800,1610,Under Construction,3.0,Apartment
2213,Tukkuguda,79.39,4800,1654,Under Construction,3.0,Apartment
2214,Maheshwaram,60.3,4500,1340,Ready to move,3.0,Apartment
2215,Maheshwaram,72.9,4500,1620,Ready to move,3.0,Apartment
2216,Tukkuguda,54.24,4800,1130,Under Construction,2.0,Apartment
2217,Maheshwaram,50.85,4500,1130,Ready to move,2.0,Apartment
2218,Tukkuguda,74.4,4800,1550,Under Construction,2.0,Apartment
2219,Maheshwaram,92.7,4500,2060,Ready to move,3.0,Apartment
2220,Tellapur,150.0,7788,1926,Under Construction,3.0,Apartment
2221,Tellapur,130.0,8264,1573,Under Construction,2.0,Apartment
2222,Tellapur,170.0,7515,2262,Under Construction,3.0,Apartment
2223,Other,331.0,8275,4000,Under Construction,3.0,Villa
2224,Other,582.0,9700,6000,Under Construction,5.0,Villa
2225,Other,930.0,10334,9000,Under Construction,5.0,Villa
2226,Other,707.0,10114,7000,Under Construction,5.0,Villa
2227,Other,495.0,9429,5250,Under Construction,4.0,Villa
2228,Ameenpur,76.8,4800,1600,Under Construction,3.0,Apartment
2229,Ameenpur,55.2,4800,1150,Under Construction,2.0,Apartment
2230,Other,38.0,4750,800,Ready to move,2.0,Apartment
2231,Sadashivpet,56.64,4150,1365,Under Construction,3.0,Independent House
2232,Ameenpur,65.57,4300,1525,Under Construction,3.0,Apartment
2233,Other,55.0,4824,1140,Under Construction,2.0,Apartment
2234,Other,55.0,4824,1140,Under Construction,2.0,Apartment
2235,Other,291.0,4400,6618,Under Construction,4.0,Apartment
2236,Ameenpur,54.0,4500,1200,Under Construction,2.0,Apartment
2237,Sadashivpet,52.93,3950,1340,Under Construction,3.0,Independent House
2238,Other,250.0,8333,3000,Ready to move,3.0,Independent House
2239,Other,30.25,2500,1210,Under Construction,2.0,Apartment
2240,Kondapur,62.35,4810,1296,Ready to move,3.0,Apartment
2241,Other,65.65,4436,1480,Ready to move,3.0,Apartment
2242,Other,76.22,4355,1750,Ready to move,3.0,Apartment
2243,Other,78.65,4369,1800,Ready to move,3.0,Apartment
2244,Mallapur,52.32,5104,1025,Under Construction,2.0,Apartment
2245,Ibrahimpatnam,55.63,4579,1215,Under Construction,2.0,Apartment
2246,Other,53.28,4933,1080,Ready to move,2.0,Apartment
2247,Other,61.52,5043,1220,Under Construction,2.0,Apartment
2248,Miyapur,62.38,5198,1200,Ready to move,2.0,Apartment
2249,Kondapur,75.65,4274,1770,Ready to move,3.0,Apartment
2250,Other,71.2,4091,1740,Under Construction,3.0,Apartment
2251,Shankarpalli,74.15,4466,1660,Under Construction,3.0,Apartment
2252,Shankarpalli,53.55,5100,1050,Under Construction,2.0,Apartment
2253,Manikonda,53.23,3885,1370,Ready to move,2.0,Apartment
2254,Gachibowli,74.58,4190,1780,Ready to move,3.0,Apartment
2255,Other,62.8,5233,1200,Ready to move,2.0,Apartment
2256,Other,65.85,5164,1275,Ready to move,3.0,Apartment
2257,Nallakunta,75.62,4306,1756,Ready to move,3.0,Apartment
2258,Other,86.32,4795,1800,Ready to move,3.0,Apartment
2259,Manikonda,53.63,4906,1093,Ready to move,2.0,Apartment
2260,Miyapur,71.53,4933,1450,Under Construction,3.0,Apartment
2261,Miyapur,56.48,4806,1175,Under Construction,2.0,Apartment
2262,Bandlaguda Jagir,75.63,5065,1493,Ready to move,3.0,Apartment
2263,Tukkuguda,86.52,4120,2100,Ready to move,3.0,Villa
2264,Other,123.0,3783,3269,Under Construction,4.0,Villa
2265,Other,95.63,3259,2934,Under Construction,3.0,Villa
2266,Tukkuguda,89.6,4266,2100,Ready to move,3.0,Villa
2267,Other,76.3,4541,1680,Ready to move,3.0,Apartment
2268,Miyapur,52.5,4708,1115,Ready to move,2.0,Apartment
2269,Miyapur,84.3,4581,1840,Ready to move,3.0,Apartment
2270,Gachibowli,86.5,4701,1840,Ready to move,3.0,Apartment
2271,Banjara Hills,96.53,4862,1985,Ready to move,3.0,Apartment
2272,Miyapur,86.53,4677,1850,Ready to move,3.0,Apartment
2273,Other,84.53,4830,1750,Ready to move,3.0,Apartment
2274,Other,71.53,4361,1640,Ready to move,3.0,Apartment
2275,Other,80.96,4472,1810,Ready to move,3.0,Apartment
2276,Other,75.6,4108,1840,Ready to move,3.0,Apartment
