,location,price(L),rate_persqft,area_insqft,building_status,bhk,property_type
3154,Mirkhanpet,22.8,1055,2160,New,0.0,Residential Plot
3155,Mirkhanpet,21.09,1055,1998,New,0.0,Residential Plot
3156,Srisailam Highway,13.5,1000,1350,New,0.0,Residential Plot
3157,Other,10.0,555,1800,Resale,0.0,Residential Plot
3158,Other,33.0,2444,1350,New,0.0,Residential Plot
3159,Meerkhanpet,15.91,888,1791,New,0.0,Residential Plot
3160,Mirkhanpet,13.7,1111,1233,New,0.0,Residential Plot
3161,Other,22.0,1111,1980,New,0.0,Residential Plot
3162,Mirkhanpet,26.7,1111,2403,New,0.0,Residential Plot
3163,Kandukur,22.0,1111,1980,New,0.0,Residential Plot
3164,Other,18.3,1111,1647,New,0.0,Residential Plot
3165,Other,17.5,1111,1575,New,0.0,Residential Plot
3166,Other,15.6,1111,1404,New,0.0,Residential Plot
3167,Mirkhanpet,13.7,1111,1233,New,0.0,Residential Plot
3168,Srisailam Highway,13.5,1000,1350,New,0.0,Residential Plot
3169,Srisailam Highway,14.85,1000,1485,New,0.0,Residential Plot
3170,Mirkhanpet,27.0,1500,1800,New,0.0,Residential Plot
3171,Yacharam,17.0,1144,1485,New,0.0,Residential Plot
3172,Other,24.69,1444,1710,New,0.0,Residential Plot
3173,Mirkhanpet,13.99,888,1575,New,0.0,Residential Plot
3174,Mirkhanpet,13.19,888,1485,New,0.0,Residential Plot
3175,Tukkuguda,42.0,2333,1800,New,0.0,Residential Plot
3176,Maheshwaram,21.0,1333,1575,New,0.0,Residential Plot
3177,Maheshwaram,20.04,1333,1503,New,0.0,Residential Plot
3178,Mirkhanpet,20.87,1388,1503,New,0.0,Residential Plot
3179,Bhongir,48.0,1777,2700,New,0.0,Residential Plot
3180,Bhuvanagiri,30.0,1666,1800,New,0.0,Residential Plot
3181,Other,50.22,2000,2511,Resale,0.0,Residential Plot
3182,Meerkhanpet,13.96,1055,1323,New,0.0,Residential Plot
3183,Tukkuguda,27.5,1388,1980,New,0.0,Residential Plot
3184,Tukkuguda,26.87,1388,1935,New,0.0,Residential Plot
3185,Yacharam,15.67,1055,1485,New,0.0,Residential Plot
3186,Mirkhanpet,14.69,1110,1323,New,0.0,Residential Plot
3187,Mirkhanpet,14.84,999,1485,New,0.0,Residential Plot
3188,Mirkhanpet,16.19,999,1620,New,0.0,Residential Plot
3189,Meerkhanpet,33.06,944,3501,New,0.0,Residential Plot
3190,Srisailam Highway,15.67,1055,1485,New,0.0,Residential Plot
3191,Srisailam Highway,15.67,1055,1485,New,0.0,Residential Plot
3192,Srisailam Highway,17.38,1055,1647,New,0.0,Residential Plot
3193,Yacharam,15.67,1055,1485,New,0.0,Residential Plot
3194,Nandiwanaparthy,15.67,1055,1485,New,0.0,Residential Plot
3195,Nandiwanaparthy,17.38,1055,1647,New,0.0,Residential Plot
3196,Other,37.72,1886,2000,New,0.0,Residential Plot
3197,Other,40.78,1904,2142,New,0.0,Residential Plot
3198,Other,37.38,1888,1980,New,0.0,Residential Plot
3199,Other,31.1,1885,1650,New,0.0,Residential Plot
3200,Medchal,85.44,3555,2403,Resale,0.0,Residential Plot
3201,Medchal,85.44,3555,2403,Resale,0.0,Residential Plot
3202,Medchal,85.44,3555,2403,Resale,0.0,Residential Plot
3203,Ibrahimpatnam,8.0,370,2160,Resale,0.0,Residential Plot
3204,Ghatkesar,22.47,1611,1395,New,0.0,Residential Plot
3205,Ghatkesar,21.75,1611,1350,New,0.0,Residential Plot
3206,Medchal,108.0,3034,3573,Resale,0.0,Residential Plot
3207,Medchal,31.0,2870,1080,Resale,0.0,Residential Plot
3208,Other,42.0,1555,2700,New,0.0,Residential Plot
3209,Other,28.0,1555,1800,New,0.0,Residential Plot
3210,Other,80.0,2222,3600,New,0.0,Residential Plot
3211,Other,23.1,1555,1485,New,0.0,Residential Plot
3212,Other,40.0,2222,1800,New,0.0,Residential Plot
3213,Maheshwaram,27.0,2000,1350,New,0.0,Residential Plot
3214,Maheshwaram,36.0,2000,1800,New,0.0,Residential Plot
3215,Maheshwaram,30.06,2000,1503,New,0.0,Residential Plot
3216,Other,23.1,1555,1485,New,0.0,Residential Plot
3217,Medchal,33.6,3111,1080,Resale,0.0,Residential Plot
3218,Medchal,56.0,3111,1800,Resale,0.0,Residential Plot
3219,Medchal,108.0,3000,3600,Resale,0.0,Residential Plot
3220,Kandukur,13.99,888,1575,New,0.0,Residential Plot
3221,Kandukur,13.19,888,1485,New,0.0,Residential Plot
3222,Bhuvanagiri,26.7,1111,2403,New,0.0,Residential Plot
3223,Mirkhanpet,25.36,1055,2403,New,0.0,Residential Plot
3224,Mirkhanpet,22.8,1055,2160,New,0.0,Residential Plot
3225,Mirkhanpet,21.09,1055,1998,New,0.0,Residential Plot
3226,Maheshwaram,19.2,1277,1503,New,0.0,Residential Plot
3227,Shadnagar,21.58,1444,1494,New,0.0,Residential Plot
3228,Shadnagar,25.09,1444,1737,New,0.0,Residential Plot
3229,Shadnagar,21.58,1444,1494,New,0.0,Residential Plot
3230,Mansanpally,23.0,1277,1800,New,0.0,Residential Plot
3231,Mansanpally,23.0,1277,1800,New,0.0,Residential Plot
3232,Medchal,32.4,3000,1080,Resale,0.0,Residential Plot
3233,Medchal,33.6,3111,1080,Resale,0.0,Residential Plot
3234,Adibatla,21.6,1500,1440,New,0.0,Residential Plot
3235,Adibatla,22.95,1500,1530,New,0.0,Residential Plot
3236,Other,62.0,3444,1800,New,0.0,Residential Plot
3237,Other,51.77,3143,1647,New,0.0,Residential Plot
3238,Bhuvanagiri,20.87,1388,1503,New,0.0,Residential Plot
3239,Bhuvanagiri,12.0,1333,900,New,0.0,Residential Plot
3240,Mansanpally,25.99,1444,1800,New,0.0,Residential Plot
3241,Maheshwaram,24.69,1444,1710,New,0.0,Residential Plot
3242,Tukkuguda,43.99,2222,1980,New,0.0,Residential Plot
3243,Tukkuguda,39.99,2222,1800,New,0.0,Residential Plot
3244,Kandukur,15.17,1022,1485,New,0.0,Residential Plot
3245,Mirkhanpet,13.52,1022,1323,New,0.0,Residential Plot
3246,Mirkhanpet,10.85,1022,1062,New,0.0,Residential Plot
3247,Mirkhanpet,19.84,1499,1323,New,0.0,Residential Plot
3248,Mirkhanpet,10.85,1022,1062,New,0.0,Residential Plot
3249,Kandukur,24.99,1388,1800,New,0.0,Residential Plot
3250,Mirkhanpet,20.87,1388,1503,New,0.0,Residential Plot
3251,Mirkhanpet,19.84,1499,1323,New,0.0,Residential Plot
3252,Medchal,74.76,3111,2403,New,0.0,Residential Plot
3253,Medchal,74.76,3111,2403,New,0.0,Residential Plot
3254,Medchal,74.76,3111,2403,New,0.0,Residential Plot
3255,Other,25.05,1666,1503,New,0.0,Residential Plot
3256,Bhuvanagiri,59.94,2000,2997,New,0.0,Residential Plot
3257,Bhongir,30.06,2000,1503,New,0.0,Residential Plot
3258,Bhuvanagiri,39.96,2000,1998,New,0.0,Residential Plot
3259,Ibrahimpatnam,28.38,1888,1503,New,0.0,Residential Plot
3260,Other,25.05,1666,1503,New,0.0,Residential Plot
3261,Bhuvanagiri,59.94,2000,2997,New,0.0,Residential Plot
3262,Bhongir,30.06,2000,1503,New,0.0,Residential Plot
3263,Bhuvanagiri,39.96,2000,1998,New,0.0,Residential Plot
3264,Ibrahimpatnam,28.38,1888,1503,New,0.0,Residential Plot
3265,Ibrahimpatnam,28.38,1888,1503,New,0.0,Residential Plot
3266,Ibrahimpatnam,28.38,1888,1503,New,0.0,Residential Plot
3267,Mansanpally,26.0,1444,1800,New,0.0,Residential Plot
3268,Sadashivpet,128.0,2111,6077,New,0.0,Residential Plot
3269,Sadashivpet,170.0,2111,8053,New,0.0,Residential Plot
3270,Sadashivpet,171.0,2111,8135,New,0.0,Residential Plot
3271,Sadashivpet,169.0,2111,8048,New,0.0,Residential Plot
3272,Sadashivpet,31.16,2111,1476,New,0.0,Residential Plot
3273,Sadashivpet,113.0,2111,5358,New,0.0,Residential Plot
3274,Sadashivpet,156.0,2111,7425,New,0.0,Residential Plot
3275,Sadashivpet,161.0,2111,7658,New,0.0,Residential Plot
3276,Sadashivpet,180.0,2111,8528,New,0.0,Residential Plot
3277,Sadashivpet,157.0,2111,7480,New,0.0,Residential Plot
3278,Sadashivpet,164.0,2111,7807,New,0.0,Residential Plot
3279,Maheshwaram,25.99,12999,200,New,0.0,Residential Plot
3280,Mirkhanpet,22.0,1222,1800,New,0.0,Residential Plot
3281,Kandukur,18.37,1222,1503,New,0.0,Residential Plot
3282,Other,17.16,1222,1404,New,0.0,Residential Plot
3283,Mirkhanpet,15.07,1222,1233,New,0.0,Residential Plot
3284,Mansanpally,25.21,1444,1746,New,0.0,Residential Plot
3285,Other,31.71,1444,2196,New,0.0,Residential Plot
3286,Mansanpally,25.99,1444,1800,New,0.0,Residential Plot
3287,Tukkuguda,46.72,1944,2403,New,0.0,Residential Plot
3288,Tukkuguda,42.0,1944,2160,New,0.0,Residential Plot
3289,Tukkuguda,38.5,1944,1980,New,0.0,Residential Plot
3290,Tukkuguda,35.0,1944,1800,New,0.0,Residential Plot
3291,Mirkhanpet,19.21,1166,1647,New,0.0,Residential Plot
3292,Mirkhanpet,19.24,1168,1647,New,0.0,Residential Plot
3293,Kandukur,17.53,1166,1503,New,0.0,Residential Plot
3294,Mirkhanpet,18.9,1166,1620,New,0.0,Residential Plot
3295,Mirkhanpet,18.37,1166,1575,New,0.0,Residential Plot
3296,Kandukur,16.38,10500,156,New,0.0,Residential Plot
3297,Mirkhanpet,14.38,1166,1233,New,0.0,Residential Plot
3298,Mirkhanpet,14.02,944,1485,New,0.0,Residential Plot
3299,Other,12.49,944,1323,New,0.0,Residential Plot
3300,Sadashivpet,45.33,1889,2400,New,0.0,Residential Plot
3301,Sadashivpet,26.93,1889,1426,New,0.0,Residential Plot
3302,Sadashivpet,145.0,1889,7688,New,0.0,Residential Plot
3303,Sadashivpet,26.82,1889,1420,New,0.0,Residential Plot
3304,Kompally,210.0,7777,2700,New,0.0,Residential Plot
3305,Sadashivpet,37.77,1889,2000,New,0.0,Residential Plot
3306,Sadashivpet,35.86,1889,1899,New,0.0,Residential Plot
3307,Sadashivpet,108.0,1889,5763,New,0.0,Residential Plot
3308,Sadashivpet,68.0,1889,3600,New,0.0,Residential Plot
3309,Sadashivpet,46.01,1889,2436,New,0.0,Residential Plot
3310,Sadashivpet,36.15,1889,1914,New,0.0,Residential Plot
3311,Sadashivpet,32.96,1889,1745,New,0.0,Residential Plot
3312,Sadashivpet,40.3,1889,2134,New,0.0,Residential Plot
3313,Sadashivpet,31.16,1889,1650,New,0.0,Residential Plot
3314,Sadashivpet,56.67,1889,3000,New,0.0,Residential Plot
3315,Sadashivpet,48.17,1889,2550,New,0.0,Residential Plot
3316,Sadashivpet,34.03,1890,1802,New,0.0,Residential Plot
3317,Ibrahimpatnam,27.99,1555,1800,New,0.0,Residential Plot
3318,Ibrahimpatnam,23.37,1555,1503,New,0.0,Residential Plot
3319,Ibrahimpatnam,25.61,1555,1647,New,0.0,Residential Plot
3320,Bibinagar,25.8,1666,1548,New,0.0,Residential Plot
3321,Bibinagar,22.04,1749,1260,New,0.0,Residential Plot
3322,Yadagirigutta,9.75,722,1350,New,0.0,Residential Plot
3323,Kandukur,22.49,1388,1620,New,0.0,Residential Plot
3324,Other,8.0,888,900,New,0.0,Residential Plot
3325,Other,12.0,888,1350,New,0.0,Residential Plot
3326,Ameenpur,55.18,4799,1150,New,0.0,Residential Plot
3327,Meerkhanpet,20.52,1500,1368,New,0.0,Residential Plot
3328,Meerkhanpet,20.25,1500,1350,New,0.0,Residential Plot
3329,Mirkhanpet,18.35,1499,1224,New,0.0,Residential Plot
3330,Mirkhanpet,19.84,1499,1323,New,0.0,Residential Plot
3331,Tukkuguda,43.99,2222,1980,New,0.0,Residential Plot
3332,Tukkuguda,39.99,2222,1800,New,0.0,Residential Plot
3333,Mirkhanpet,20.87,1388,1503,New,0.0,Residential Plot
3334,Kandukur,20.87,1388,1503,New,0.0,Residential Plot
3335,Mirkhanpet,18.37,1388,1323,New,0.0,Residential Plot
3336,Tukkuguda,39.99,2222,1800,New,0.0,Residential Plot
3337,Tukkuguda,39.99,2222,1800,New,0.0,Residential Plot
3338,Mansanpally,25.99,1444,1800,New,0.0,Residential Plot
3339,Maheshwaram,23.39,1444,1620,New,0.0,Residential Plot
3340,Kothur,13.9,952,1460,Resale,0.0,Residential Plot
3341,Ghatkesar,23.48,1160,2024,Resale,0.0,Residential Plot
3342,Mokila,18.5,1149,1610,Resale,0.0,Residential Plot
3343,Other,11.56,917,1260,Resale,0.0,Residential Plot
3344,Gandipet,17.88,966,1850,New,0.0,Residential Plot
3345,Himayat Nagar,23.0,1314,1750,Resale,0.0,Residential Plot
3346,Pragathi Nagar Kukatpally,18.5,1069,1730,Resale,0.0,Residential Plot
3347,Other,13.1,1149,1140,Resale,0.0,Residential Plot
3348,Other,17.3,819,2110,Resale,0.0,Residential Plot
3349,Pragathi Nagar Kukatpally,13.2,1109,1190,Resale,0.0,Residential Plot
3350,Pragathi Nagar Kukatpally,17.45,1064,1640,Resale,0.0,Residential Plot
3351,Other,23.45,1247,1880,Resale,0.0,Residential Plot
3352,Other,83.0,5928,1400,Ready to move,2.0,Independent House
3353,Dammaiguda,130.0,5652,2300,Ready to move,4.0,Independent House
3354,Kompally,91.36,5176,1765,Ready to move,3.0,Apartment
3355,Other,70.0,5000,1400,Ready to move,3.0,Apartment
3356,Sainikpuri,120.0,6000,2000,Ready to move,4.0,Apartment
3357,Other,125.0,4166,3000,Ready to move,5.0,Independent House
3358,Other,180.0,9000,2000,Ready to move,3.0,Independent House
3359,Other,55.0,5208,1056,Ready to move,2.0,Apartment
3360,Narsingi,130.0,6500,2000,Ready to move,3.0,Independent Floor
3361,Other,55.0,7857,700,Ready to move,2.0,Independent Floor
3362,Mokila,63.68,5041,1263,Ready to move,2.0,Apartment
3363,Other,46.0,3948,1165,Ready to move,2.0,Apartment
3364,Other,18.0,2571,700,Ready to move,2.0,Apartment
3365,Bachupally,30.0,2419,1240,Ready to move,2.0,Apartment
3366,Attapur,65.1,5502,1183,Ready to move,2.0,Apartment
3367,Attapur,87.61,5499,1593,Ready to move,3.0,Apartment
3368,Attapur,48.75,5000,975,Ready to move,2.0,Apartment
3369,Attapur,48.0,5000,960,Ready to move,2.0,Apartment
3370,Attapur,47.0,4947,950,Ready to move,2.0,Apartment
3371,Adibatla,36.0,3214,1120,Ready to move,2.0,Apartment
3372,Adibatla,34.0,3269,1040,Ready to move,2.0,Apartment
3373,Other,46.0,4000,1150,Ready to move,2.0,Apartment
3374,Other,33.0,3771,875,Ready to move,2.0,Apartment
3375,Other,41.26,4389,940,Ready to move,2.0,Apartment
3376,Other,50.0,3816,1310,Ready to move,2.0,Apartment
3377,Other,50.0,3891,1285,Ready to move,2.0,Apartment
3378,Other,95.0,6785,1400,Ready to move,3.0,Apartment
3379,Other,55.0,5500,1000,Ready to move,2.0,Apartment
3380,Chandanagar,34.82,3500,995,Under Construction,2.0,Apartment
3381,Other,47.98,3999,1200,Under Construction,2.0,Apartment
3382,Other,45.98,3999,1150,Under Construction,2.0,Apartment
3383,Pragathi Nagar Kukatpally,57.58,3999,1440,Ready to move,3.0,Apartment
3384,Pragathi Nagar Kukatpally,49.58,3999,1240,Under Construction,2.0,Apartment
3385,Pragathi Nagar Kukatpally,48.98,3999,1225,Under Construction,2.0,Apartment
3386,Pragathi Nagar Kukatpally,47.98,3999,1200,Under Construction,2.0,Apartment
3387,Pragathi Nagar Kukatpally,45.98,3999,1150,Under Construction,2.0,Apartment
3388,Bowrampet,69.58,4093,1700,Under Construction,3.0,Apartment
3389,Bowrampet,67.87,4101,1655,Under Construction,3.0,Apartment
3390,Bowrampet,48.74,4431,1100,Under Construction,2.0,Apartment
3391,Bowrampet,49.63,4511,1100,Under Construction,2.0,Apartment
3392,Bowrampet,67.87,4100,1655,Under Construction,3.0,Apartment
3393,Other,70.0,6363,1100,Ready to move,2.0,Apartment
3394,Ameenpur,39.0,3900,1000,Under Construction,2.0,Apartment
3395,Other,58.0,5370,1080,Ready to move,2.0,Independent House
3396,Other,80.0,5925,1350,Ready to move,2.0,Independent House
3397,Other,60.0,3703,1620,Under Construction,2.0,Independent House
3398,Other,69.99,3888,1800,Under Construction,2.0,Independent House
3399,Adibatla,38.0,3800,1000,Under Construction,2.0,Apartment
3400,Other,145.0,5576,2600,Under Construction,3.0,Villa
3401,Kothur,125.0,6250,2000,Ready to move,3.0,Villa
3402,Other,105.0,4458,2355,Ready to move,4.0,Villa
3403,Other,145.0,5576,2600,Under Construction,3.0,Villa
3404,Shankarpalli,270.0,12500,2160,Under Construction,3.0,Villa
3405,Bowrampet,160.0,7525,2126,Under Construction,3.0,Villa
3406,Other,95.0,8482,1120,Ready to move,2.0,Villa
3407,Kapra,270.0,7714,3500,Ready to move,5.0,Villa
3408,Beeramguda,120.0,4615,2600,Under Construction,3.0,Villa
3409,Bowrampet,160.0,6956,2300,Under Construction,3.0,Villa
3410,Kollur,228.0,13411,1700,Under Construction,3.0,Villa
3411,Mokila,550.0,14066,3910,Ready to move,3.0,Villa
3412,Bachupally,95.0,8482,1120,Ready to move,2.0,Villa
3413,Bachupally,525.0,13815,3800,Ready to move,5.0,Villa
3414,Bachupally,525.0,13815,3800,Ready to move,5.0,Villa
3415,Other,150.0,10000,1500,Ready to move,3.0,Villa
3416,Other,239.0,7482,3194,Under Construction,3.0,Villa
3417,Mokila,420.0,11666,3600,Ready to move,4.0,Villa
3418,Ibrahimpatnam,75.0,10000,750,Under Construction,2.0,Villa
3419,Other,265.0,8833,3000,Ready to move,4.0,Villa
3420,Kollur,228.0,13411,1700,Under Construction,3.0,Villa
3421,Kompally,600.0,10909,5500,Ready to move,4.0,Villa
3422,Srisailam Highway,143.0,8827,1620,Under Construction,4.0,Villa
3423,Other,190.0,4750,4000,Ready to move,6.0,Villa
3424,Other,145.0,5576,2600,Under Construction,3.0,Villa
3425,Kothur,125.0,6250,2000,Ready to move,3.0,Villa
3426,Other,105.0,4458,2355,Ready to move,4.0,Villa
3427,Other,145.0,5576,2600,Under Construction,3.0,Villa
3428,Shankarpalli,270.0,12500,2160,Under Construction,3.0,Villa
3429,Bowrampet,160.0,7525,2126,Under Construction,3.0,Villa
3430,Other,95.0,8482,1120,Ready to move,2.0,Villa
3431,Kapra,270.0,7714,3500,Ready to move,5.0,Villa
3432,Beeramguda,120.0,4615,2600,Under Construction,3.0,Villa
3433,Bowrampet,160.0,6956,2300,Under Construction,3.0,Villa
3434,Kollur,228.0,13411,1700,Under Construction,3.0,Villa
3435,Mokila,550.0,14066,3910,Ready to move,3.0,Villa
3436,Bachupally,95.0,8482,1120,Ready to move,2.0,Villa
3437,Bachupally,525.0,13815,3800,Ready to move,5.0,Villa
3438,Bachupally,525.0,13815,3800,Ready to move,5.0,Villa
3439,Other,150.0,10000,1500,Ready to move,3.0,Villa
3440,Yadagirigutta,8.0,367,2178,New,0.0,Residential Plot
3441,Yadagirigutta,14.0,777,1800,New,0.0,Residential Plot
3442,Other,3.0,277,1080,New,0.0,Residential Plot
3443,Yadagirigutta,2.99,277,1080,New,0.0,Residential Plot
3444,Srisailam Highway,13.0,1203,1080,New,0.0,Residential Plot
3445,Yadagirigutta,3.5,321,1089,New,0.0,Residential Plot
3446,Yadagirigutta,3.5,321,1089,New,0.0,Residential Plot
3447,Other,7.0,321,2178,New,0.0,Residential Plot
3448,Yadagirigutta,7.0,321,2178,New,0.0,Residential Plot
3449,Kandi,57.6,3555,1620,New,0.0,Residential Plot
3450,Kandi,53.55,3562,1503,New,0.0,Residential Plot
3451,Kandi,64.0,3555,1800,New,0.0,Residential Plot
3452,Kandi,53.44,3555,1503,New,0.0,Residential Plot
3453,Bhongir,28.0,1555,1800,New,0.0,Residential Plot
3454,Bhongir,25.0,1543,1620,New,0.0,Residential Plot
3455,Kandi,64.0,3555,1800,New,0.0,Residential Plot
3456,Kandukur,60.0,2222,2700,New,0.0,Residential Plot
3457,Rudraram,43.99,2444,1800,New,0.0,Residential Plot
3458,Rudraram,36.73,2444,1503,New,0.0,Residential Plot
3459,Rudraram,70.38,2444,2880,New,0.0,Residential Plot
3460,Kandi,57.6,3555,1620,New,0.0,Residential Plot
3461,Kandi,53.55,3562,1503,New,0.0,Residential Plot
3462,Kandi,64.0,3555,1800,New,0.0,Residential Plot
3463,Kandi,53.44,3555,1503,New,0.0,Residential Plot
3464,Bhongir,28.0,1555,1800,New,0.0,Residential Plot
3465,Bhongir,25.0,1543,1620,New,0.0,Residential Plot
3466,Kandi,64.0,3555,1800,New,0.0,Residential Plot
3467,Yadagirigutta,8.4,777,1080,New,0.0,Residential Plot
3468,Yadagirigutta,8.4,777,1080,New,0.0,Residential Plot
3469,Bhongir,27.0,1666,1620,New,0.0,Residential Plot
3470,Other,48.0,2222,2160,New,0.0,Residential Plot
3471,Sangareddy,48.0,2667,1800,New,0.0,Residential Plot
3472,Sangareddy,40.08,2667,1503,New,0.0,Residential Plot
3473,Sangareddy,76.8,2667,2880,New,0.0,Residential Plot
3474,Sangareddy,60.0,2667,2250,New,0.0,Residential Plot
3475,Other,40.0,2661,1503,New,0.0,Residential Plot
3476,Medchal,41.0,2573,1593,New,0.0,Residential Plot
3477,Yadagirigutta,9.2,851,1080,New,0.0,Residential Plot
3478,Yacharam,10.0,925,1080,New,0.0,Residential Plot
3479,Other,45.0,3333,1350,New,0.0,Residential Plot
3480,Dammaiguda,75.0,3787,1980,Ready to move,3.0,Independent House
3481,Other,78.0,6190,1260,Ready to move,2.0,Independent House
3482,Other,67.0,5726,1170,Ready to move,2.0,Independent House
3483,Other,70.0,10000,700,Ready to move,2.0,Independent Floor
3484,Other,69.0,8625,800,Ready to move,2.0,Independent Floor
3485,Other,130.0,12037,1080,Ready to move,2.0,Independent House
3486,Other,85.0,7264,1170,Ready to move,2.0,Independent House
3487,Other,120.0,11111,1080,Ready to move,2.0,Independent House
3488,Other,98.0,10888,900,Ready to move,2.0,Independent House
3489,Himayat Nagar,79.0,7900,1000,Ready to move,2.0,Independent Floor
3490,Other,68.0,6800,1000,Ready to move,2.0,Independent Floor
3491,Other,86.0,8600,1000,Ready to move,2.0,Apartment
3492,Other,66.0,6600,1000,Ready to move,2.0,Independent Floor
3493,Mallapur,59.0,5900,1000,Ready to move,2.0,Independent Floor
3494,Puppalaguda,65.0,6500,1000,Ready to move,2.0,Apartment
3495,Other,50.0,5000,1000,Ready to move,2.0,Independent Floor
3496,Other,90.0,9000,1000,Ready to move,2.0,Independent Floor
3497,Other,49.0,4900,1000,Ready to move,2.0,Independent Floor
3498,Other,69.0,6900,1000,Ready to move,2.0,Independent Floor
3499,Gachibowli,69.0,7666,900,Ready to move,2.0,Apartment
3500,Shamshabad,189.0,11666,1620,Under Construction,4.0,Villa
3501,Attapur,486.00000000000006,11976,4058,Under Construction,4.0,Villa
3502,Kollur,485.0,8795,5514,Under Construction,5.0,Villa
3503,Kadthal,49.0,2722,1800,Under Construction,3.0,Villa
